,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,224,142,6,amsterdam,4,german,0,125999
1,442,190,5,amsterdam,4,german,0,125999
2,269,151,0,amsterdam,4,german,0,125999
3,373,178,2,amsterdam,4,german,0,125999
4,234,173,0,amsterdam,4,german,0,125999
5,892,276,3,amsterdam,4,german,0,125999
6,117,91,2,amsterdam,4,german,0,125999
7,158,176,4,amsterdam,4,german,0,125999
8,878,108,0,amsterdam,4,german,0,125999
9,778,108,0,amsterdam,4,german,0,125999
10,724,295,5,amsterdam,4,german,0,125999
11,570,107,0,amsterdam,4,german,0,125999
12,557,111,0,amsterdam,4,german,0,125999
13,807,404,4,amsterdam,4,german,0,125999
14,303,211,0,amsterdam,4,german,0,125999
15,326,285,5,amsterdam,4,german,0,125999
16,366,78,0,amsterdam,4,german,0,125999
17,835,102,28,amsterdam,4,german,0,125999
18,9,84,0,amsterdam,4,german,0,125999
19,585,74,5,amsterdam,4,german,0,125999
20,594,418,4,amsterdam,4,german,0,125999
21,429,248,15,amsterdam,4,german,0,125999
22,750,112,8,amsterdam,4,german,0,125999
23,271,81,0,amsterdam,4,german,0,125999
24,880,129,0,amsterdam,4,german,0,125999
25,752,400,4,amsterdam,4,german,0,125999
26,762,173,4,amsterdam,4,german,0,125999
27,969,84,0,amsterdam,4,german,0,125999
28,517,171,3,amsterdam,4,german,0,125999
29,493,174,0,amsterdam,4,german,0,125999
30,821,109,0,amsterdam,4,german,0,125999
31,111,145,4,amsterdam,4,german,0,125999
32,660,171,0,amsterdam,4,german,0,125999
33,777,178,0,amsterdam,4,german,0,125999
34,410,126,3,amsterdam,4,german,0,125999
35,745,103,2,amsterdam,4,german,0,125999
36,450,170,22,amsterdam,4,german,0,125999
37,916,134,3,amsterdam,4,german,0,125999
38,902,209,6,amsterdam,4,german,0,125999
39,628,150,0,amsterdam,4,german,0,125999
40,441,211,6,amsterdam,4,german,0,125999
41,715,173,0,amsterdam,4,german,0,125999
42,676,87,1,amsterdam,4,german,0,125999
43,505,108,0,amsterdam,4,german,0,125999
44,706,125,0,amsterdam,4,german,0,125999
45,369,75,0,amsterdam,4,german,0,125999
46,921,91,4,amsterdam,4,german,0,125999
47,82,108,0,amsterdam,4,german,0,125999
48,230,182,2,amsterdam,4,german,0,125999
49,658,176,0,amsterdam,4,german,0,125999
50,588,173,0,amsterdam,4,german,0,125999
51,193,147,1,amsterdam,4,german,0,125999
52,196,109,0,amsterdam,4,german,0,125999
53,925,123,0,amsterdam,4,german,0,125999
54,548,290,6,amsterdam,4,german,0,125999
55,510,352,6,amsterdam,4,german,0,125999
56,917,402,4,amsterdam,4,german,0,125999
57,146,211,4,amsterdam,4,german,0,125999
58,809,404,4,amsterdam,4,german,0,125999
59,603,356,4,amsterdam,4,german,0,125999
60,45,174,0,amsterdam,4,german,0,125999
61,475,105,0,amsterdam,4,german,0,125999
62,967,78,0,amsterdam,4,german,0,125999
63,581,148,0,amsterdam,4,german,0,125999
64,960,405,4,amsterdam,4,german,0,125999
65,52,173,2,amsterdam,4,german,0,125999
66,627,105,0,amsterdam,4,german,0,125999
67,455,174,10,amsterdam,4,german,0,125999
68,788,108,0,amsterdam,4,german,0,125999
69,172,131,0,amsterdam,4,german,0,125999
70,417,176,0,amsterdam,4,german,0,125999
71,86,111,0,amsterdam,4,german,0,125999
72,779,237,3,amsterdam,4,german,0,125999
73,630,153,0,amsterdam,4,german,0,125999
74,22,173,0,amsterdam,4,german,0,125999
75,85,156,2,amsterdam,4,german,0,125999
76,264,79,0,amsterdam,4,german,0,125999
77,507,125,3,amsterdam,4,german,0,125999
78,604,129,2,amsterdam,4,german,0,125999
79,567,91,0,amsterdam,4,german,0,125999
80,679,150,0,amsterdam,4,german,0,125999
81,211,147,0,amsterdam,4,german,0,125999
82,283,114,3,amsterdam,4,german,0,125999
83,311,102,15,amsterdam,4,german,0,125999
84,317,202,5,amsterdam,4,german,0,125999
85,515,405,4,amsterdam,4,german,0,125999
86,83,174,4,amsterdam,4,german,0,125999
87,587,151,0,amsterdam,4,german,0,125999
88,760,271,3,amsterdam,4,german,0,125999
89,591,313,8,amsterdam,4,german,0,125999
90,12,78,0,amsterdam,4,german,0,125999
91,891,122,4,amsterdam,4,german,0,125999
92,482,80,0,amsterdam,4,german,0,125999
93,307,125,3,amsterdam,4,german,0,125999
94,140,184,1,amsterdam,4,german,0,125999
95,103,180,13,amsterdam,4,german,0,125999
96,10,151,0,amsterdam,4,german,0,125999
97,375,105,0,amsterdam,4,german,0,125999
98,657,255,3,amsterdam,4,german,0,125999
99,674,134,0,amsterdam,4,german,0,125999
100,218,292,3,amsterdam,4,german,0,125999
101,157,295,6,amsterdam,4,german,0,125999
102,214,294,3,amsterdam,4,german,0,125999
103,783,99,0,amsterdam,4,german,0,125999
104,743,171,0,amsterdam,4,german,0,125999
105,352,99,19,amsterdam,4,german,0,125999
106,867,147,0,amsterdam,4,german,0,125999
107,101,396,4,amsterdam,4,german,0,125999
108,256,78,0,amsterdam,4,german,0,125999
109,34,78,0,amsterdam,4,german,0,125999
110,971,176,4,amsterdam,4,german,0,125999
111,163,239,3,amsterdam,4,german,0,125999
112,387,414,4,amsterdam,4,german,0,125999
113,223,150,0,amsterdam,4,german,0,125999
