,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,736,179,194,paris,120,austrian,1,314223
1,722,154,141,paris,120,austrian,1,314223
2,540,254,279,paris,120,austrian,1,314223
3,392,150,138,paris,120,austrian,1,314223
4,447,108,112,paris,120,austrian,1,314223
5,912,153,140,paris,120,austrian,1,314223
6,123,108,113,paris,120,austrian,1,314223
7,868,173,197,paris,120,austrian,1,314223
8,825,149,140,paris,120,austrian,1,314223
9,748,177,195,paris,120,austrian,1,314223
10,222,252,281,paris,120,austrian,1,314223
11,584,258,279,paris,120,austrian,1,314223
12,225,153,139,paris,120,austrian,1,314223
13,640,154,140,paris,120,austrian,1,314223
14,926,174,197,paris,120,austrian,1,314223
15,841,81,112,paris,120,austrian,1,314223
16,853,149,138,paris,120,austrian,1,314223
17,62,80,56,paris,120,austrian,1,314223
18,359,113,110,paris,120,austrian,1,314223
19,577,149,138,paris,120,austrian,1,314223
20,21,80,55,paris,120,austrian,1,314223
21,946,181,196,paris,120,austrian,1,314223
22,571,254,278,paris,120,austrian,1,314223
23,357,149,138,paris,120,austrian,1,314223
24,29,177,196,paris,120,austrian,1,314223
25,975,147,138,paris,120,austrian,1,314223
26,599,104,111,paris,120,austrian,1,314223
27,449,175,195,paris,120,austrian,1,314223
28,837,246,280,paris,120,austrian,1,314223
29,741,150,140,paris,120,austrian,1,314223
30,148,106,112,paris,120,austrian,1,314223
31,176,80,55,paris,120,austrian,1,314223
32,782,258,276,paris,120,austrian,1,314223
33,115,108,114,paris,120,austrian,1,314223
34,889,153,138,paris,120,austrian,1,314223
35,911,114,112,paris,120,austrian,1,314223
36,612,181,198,paris,120,austrian,1,314223
37,216,179,195,paris,120,austrian,1,314223
38,254,153,140,paris,120,austrian,1,314223
39,684,78,55,paris,120,austrian,1,314223
40,803,252,276,paris,120,austrian,1,314223
41,723,80,57,paris,120,austrian,1,314223
42,884,177,197,paris,120,austrian,1,314223
43,823,174,195,paris,120,austrian,1,314223
44,229,175,195,paris,120,austrian,1,314223
45,705,114,112,paris,120,austrian,1,314223
46,647,114,113,paris,120,austrian,1,314223
47,731,149,138,paris,120,austrian,1,314223
48,992,77,56,paris,120,austrian,1,314223
49,851,83,112,paris,120,austrian,1,314223
50,28,110,111,paris,120,austrian,1,314223
51,700,181,195,paris,120,austrian,1,314223
52,14,144,111,paris,120,austrian,1,314223
53,522,109,112,paris,120,austrian,1,314223
54,882,175,194,paris,120,austrian,1,314223
55,227,78,55,paris,120,austrian,1,314223
56,663,150,140,paris,120,austrian,1,314223
57,397,258,279,paris,120,austrian,1,314223
58,69,255,279,paris,120,austrian,1,314223
59,656,108,112,paris,120,austrian,1,314223
60,580,113,112,paris,120,austrian,1,314223
61,421,115,110,paris,120,austrian,1,314223
62,708,149,139,paris,120,austrian,1,314223
63,634,81,56,paris,120,austrian,1,314223
64,492,108,112,paris,120,austrian,1,314223
65,121,76,56,paris,120,austrian,1,314223
66,910,81,55,paris,120,austrian,1,314223
67,159,175,195,paris,120,austrian,1,314223
68,866,254,280,paris,120,austrian,1,314223
69,207,153,140,paris,120,austrian,1,314223
70,631,77,55,paris,120,austrian,1,314223
71,526,258,280,paris,120,austrian,1,314223
72,290,153,140,paris,120,austrian,1,314223
73,192,110,55,paris,120,austrian,1,314223
74,963,108,112,paris,120,austrian,1,314223
75,306,174,194,paris,120,austrian,1,314223
76,903,83,112,paris,120,austrian,1,314223
77,66,147,140,paris,120,austrian,1,314223
78,614,81,56,paris,120,austrian,1,314223
79,986,179,197,paris,120,austrian,1,314223
80,49,149,141,paris,120,austrian,1,314223
81,238,147,138,paris,120,austrian,1,314223
82,756,177,197,paris,120,austrian,1,314223
83,56,177,195,paris,120,austrian,1,314223
84,645,149,141,paris,120,austrian,1,314223
85,885,153,138,paris,120,austrian,1,314223
86,817,182,195,paris,120,austrian,1,314223
87,248,174,195,paris,120,austrian,1,314223
88,858,175,197,paris,120,austrian,1,314223
89,937,179,195,paris,120,austrian,1,314223
90,331,78,111,paris,120,austrian,1,314223
91,948,179,195,paris,120,austrian,1,314223
92,949,251,282,paris,120,austrian,1,314223
93,738,114,112,paris,120,austrian,1,314223
94,308,179,195,paris,120,austrian,1,314223
95,842,247,272,paris,120,austrian,1,314223
96,998,179,192,paris,120,austrian,1,314223
97,942,174,198,paris,120,austrian,1,314223
98,573,255,281,paris,120,austrian,1,314223
99,734,113,112,paris,120,austrian,1,314223
100,970,243,281,paris,120,austrian,1,314223
101,0,174,197,paris,120,austrian,1,314223
102,629,81,111,paris,120,austrian,1,314223
103,132,250,275,paris,120,austrian,1,314223
104,560,147,139,paris,120,austrian,1,314223
105,474,150,140,paris,120,austrian,1,314223
106,17,82,56,paris,120,austrian,1,314223
107,199,182,197,paris,120,austrian,1,314223
108,576,181,196,paris,120,austrian,1,314223
109,339,175,196,paris,120,austrian,1,314223
110,65,149,139,paris,120,austrian,1,314223
111,564,85,55,paris,120,austrian,1,314223
112,323,250,280,paris,120,austrian,1,314223
113,602,107,56,paris,120,austrian,1,314223
114,27,254,281,paris,120,austrian,1,314223
