,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,263,99,112,vienna,45,slovene,1,131671
1,920,92,112,vienna,45,slovene,1,131671
2,730,158,194,vienna,45,slovene,1,131671
3,210,95,113,vienna,45,slovene,1,131671
4,128,150,195,vienna,45,slovene,1,131671
5,610,70,56,vienna,45,slovene,1,131671
6,784,96,112,vienna,45,slovene,1,131671
7,245,129,56,vienna,45,slovene,1,131671
8,231,131,57,vienna,45,slovene,1,131671
9,275,95,111,vienna,45,slovene,1,131671
10,839,158,195,vienna,45,slovene,1,131671
11,171,66,114,vienna,45,slovene,1,131671
12,33,129,142,vienna,45,slovene,1,131671
13,184,221,281,vienna,45,slovene,1,131671
14,368,67,56,vienna,45,slovene,1,131671
15,236,73,56,vienna,45,slovene,1,131671
16,8,96,112,vienna,45,slovene,1,131671
17,167,70,56,vienna,45,slovene,1,131671
18,426,94,113,vienna,45,slovene,1,131671
19,511,153,197,vienna,45,slovene,1,131671
20,931,154,196,vienna,45,slovene,1,131671
21,26,152,195,vienna,45,slovene,1,131671
22,63,130,139,vienna,45,slovene,1,131671
23,343,71,55,vienna,45,slovene,1,131671
24,438,96,56,vienna,45,slovene,1,131671
25,403,222,280,vienna,45,slovene,1,131671
26,666,72,112,vienna,45,slovene,1,131671
27,848,157,196,vienna,45,slovene,1,131671
28,37,157,193,vienna,45,slovene,1,131671
29,173,97,111,vienna,45,slovene,1,131671
30,57,133,140,vienna,45,slovene,1,131671
31,68,130,138,vienna,45,slovene,1,131671
32,693,214,274,vienna,45,slovene,1,131671
33,382,134,138,vienna,45,slovene,1,131671
34,928,73,56,vienna,45,slovene,1,131671
35,626,94,112,vienna,45,slovene,1,131671
36,462,71,56,vienna,45,slovene,1,131671
37,962,126,112,vienna,45,slovene,1,131671
38,220,67,111,vienna,45,slovene,1,131671
39,372,93,112,vienna,45,slovene,1,131671
40,646,93,110,vienna,45,slovene,1,131671
41,494,157,194,vienna,45,slovene,1,131671
42,613,150,195,vienna,45,slovene,1,131671
43,810,95,112,vienna,45,slovene,1,131671
44,255,157,197,vienna,45,slovene,1,131671
45,682,126,56,vienna,45,slovene,1,131671
46,98,133,137,vienna,45,slovene,1,131671
47,336,96,111,vienna,45,slovene,1,131671
48,890,69,56,vienna,45,slovene,1,131671
49,292,158,196,vienna,45,slovene,1,131671
50,877,72,56,vienna,45,slovene,1,131671
51,652,93,112,vienna,45,slovene,1,131671
52,979,133,140,vienna,45,slovene,1,131671
53,250,221,282,vienna,45,slovene,1,131671
54,35,73,56,vienna,45,slovene,1,131671
55,919,67,56,vienna,45,slovene,1,131671
56,278,98,56,vienna,45,slovene,1,131671
57,924,130,142,vienna,45,slovene,1,131671
58,11,154,195,vienna,45,slovene,1,131671
59,713,150,195,vienna,45,slovene,1,131671
60,168,219,280,vienna,45,slovene,1,131671
61,428,96,111,vienna,45,slovene,1,131671
62,940,132,140,vienna,45,slovene,1,131671
63,753,134,139,vienna,45,slovene,1,131671
64,64,72,111,vienna,45,slovene,1,131671
65,801,157,195,vienna,45,slovene,1,131671
66,703,134,140,vienna,45,slovene,1,131671
