,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,446,110,0,vienna,12,latvian,0,131681
1,784,111,0,vienna,12,latvian,0,131681
2,354,94,9,vienna,12,latvian,0,131681
3,801,236,11,vienna,12,latvian,0,131681
4,35,85,2,vienna,12,latvian,0,131681
5,64,84,0,vienna,12,latvian,0,131681
6,920,107,0,vienna,12,latvian,0,131681
7,315,261,25,vienna,12,latvian,0,131681
8,292,215,15,vienna,12,latvian,0,131681
9,168,320,15,vienna,12,latvian,0,131681
10,220,91,10,vienna,12,latvian,0,131681
11,236,82,5,vienna,12,latvian,0,131681
12,210,102,13,vienna,12,latvian,0,131681
13,833,150,0,vienna,12,latvian,0,131681
14,613,227,10,vienna,12,latvian,0,131681
15,184,323,16,vienna,12,latvian,0,131681
16,98,154,10,vienna,12,latvian,0,131681
17,438,111,0,vienna,12,latvian,0,131681
18,456,182,10,vienna,12,latvian,0,131681
19,890,81,0,vienna,12,latvian,0,131681
20,179,114,0,vienna,12,latvian,0,131681
21,275,129,0,vienna,12,latvian,0,131681
22,646,109,13,vienna,12,latvian,0,131681
23,549,109,0,vienna,12,latvian,0,131681
24,70,183,20,vienna,12,latvian,0,131681
25,996,128,9,vienna,12,latvian,0,131681
26,928,85,0,vienna,12,latvian,0,131681
27,343,83,8,vienna,12,latvian,0,131681
28,810,138,8,vienna,12,latvian,0,131681
29,635,139,8,vienna,12,latvian,0,131681
30,11,210,17,vienna,12,latvian,0,131681
31,152,228,17,vienna,12,latvian,0,131681
32,63,148,25,vienna,12,latvian,0,131681
33,703,169,12,vienna,12,latvian,0,131681
34,610,77,12,vienna,12,latvian,0,131681
35,535,150,0,vienna,12,latvian,0,131681
36,403,345,16,vienna,12,latvian,0,131681
37,245,141,8,vienna,12,latvian,0,131681
38,8,140,8,vienna,12,latvian,0,131681
39,661,128,8,vienna,12,latvian,0,131681
40,652,139,9,vienna,12,latvian,0,131681
41,195,148,0,vienna,12,latvian,0,131681
42,875,109,0,vienna,12,latvian,0,131681
43,877,84,0,vienna,12,latvian,0,131681
44,682,147,0,vienna,12,latvian,0,131681
45,699,131,7,vienna,12,latvian,0,131681
46,713,227,9,vienna,12,latvian,0,131681
47,37,190,15,vienna,12,latvian,0,131681
48,979,180,12,vienna,12,latvian,0,131681
49,263,145,7,vienna,12,latvian,0,131681
50,372,126,9,vienna,12,latvian,0,131681
51,68,177,12,vienna,12,latvian,0,131681
52,173,113,0,vienna,12,latvian,0,131681
53,428,103,18,vienna,12,latvian,0,131681
54,239,343,16,vienna,12,latvian,0,131681
55,226,110,0,vienna,12,latvian,0,131681
56,26,191,13,vienna,12,latvian,0,131681
57,128,256,8,vienna,12,latvian,0,131681
58,962,147,0,vienna,12,latvian,0,131681
59,626,146,7,vienna,12,latvian,0,131681
60,57,154,0,vienna,12,latvian,0,131681
61,250,355,13,vienna,12,latvian,0,131681
62,167,82,0,vienna,12,latvian,0,131681
63,462,83,0,vienna,12,latvian,0,131681
64,672,243,8,vienna,12,latvian,0,131681
65,278,114,0,vienna,12,latvian,0,131681
66,940,178,6,vienna,12,latvian,0,131681
67,943,236,16,vienna,12,latvian,0,131681
68,368,78,0,vienna,12,latvian,0,131681
69,382,150,12,vienna,12,latvian,0,131681
70,565,306,27,vienna,12,latvian,0,131681
71,426,141,6,vienna,12,latvian,0,131681
72,15,326,21,vienna,12,latvian,0,131681
73,662,234,9,vienna,12,latvian,0,131681
74,511,163,25,vienna,12,latvian,0,131681
75,336,131,2,vienna,12,latvian,0,131681
76,775,81,0,vienna,12,latvian,0,131681
77,675,104,13,vienna,12,latvian,0,131681
78,231,153,0,vienna,12,latvian,0,131681
79,255,198,17,vienna,12,latvian,0,131681
80,753,150,20,vienna,12,latvian,0,131681
81,666,84,4,vienna,12,latvian,0,131681
82,33,175,8,vienna,12,latvian,0,131681
83,524,246,10,vienna,12,latvian,0,131681
84,924,177,12,vienna,12,latvian,0,131681
85,730,169,27,vienna,12,latvian,0,131681
86,494,213,13,vienna,12,latvian,0,131681
87,171,89,8,vienna,12,latvian,0,131681
88,219,220,12,vienna,12,latvian,0,131681
89,704,111,0,vienna,12,latvian,0,131681
90,919,78,0,vienna,12,latvian,0,131681
91,927,221,11,vienna,12,latvian,0,131681
92,457,151,0,vienna,12,latvian,0,131681
93,266,81,0,vienna,12,latvian,0,131681
94,268,129,8,vienna,12,latvian,0,131681
95,755,82,0,vienna,12,latvian,0,131681
96,977,117,21,vienna,12,latvian,0,131681
97,848,229,15,vienna,12,latvian,0,131681
98,693,260,33,vienna,12,latvian,0,131681
99,931,239,11,vienna,12,latvian,0,131681
100,692,304,14,vienna,12,latvian,0,131681
101,846,300,8,vienna,12,latvian,0,131681
102,839,177,33,vienna,12,latvian,0,131681
103,87,230,15,vienna,12,latvian,0,131681
