,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,41,110,110,paris,180,swedish,1,310846
1,534,259,279,paris,180,swedish,1,310846
2,640,157,140,paris,180,swedish,1,310846
3,882,179,194,paris,180,swedish,1,310846
4,259,111,112,paris,180,swedish,1,310846
5,998,182,192,paris,180,swedish,1,310846
6,119,179,195,paris,180,swedish,1,310846
7,992,78,56,paris,180,swedish,1,310846
8,17,84,56,paris,180,swedish,1,310846
9,290,156,140,paris,180,swedish,1,310846
10,254,156,140,paris,180,swedish,1,310846
11,558,83,56,paris,180,swedish,1,310846
12,767,152,138,paris,180,swedish,1,310846
13,564,87,55,paris,180,swedish,1,310846
14,95,257,279,paris,180,swedish,1,310846
15,841,82,112,paris,180,swedish,1,310846
16,614,83,56,paris,180,swedish,1,310846
17,663,153,140,paris,180,swedish,1,310846
18,69,260,279,paris,180,swedish,1,310846
19,631,78,55,paris,180,swedish,1,310846
20,705,116,112,paris,180,swedish,1,310846
21,595,152,140,paris,180,swedish,1,310846
22,792,84,141,paris,180,swedish,1,310846
23,885,156,138,paris,180,swedish,1,310846
24,159,179,195,paris,180,swedish,1,310846
25,910,83,55,paris,180,swedish,1,310846
26,357,152,138,paris,180,swedish,1,310846
27,817,185,195,paris,180,swedish,1,310846
28,853,152,138,paris,180,swedish,1,310846
29,419,110,111,paris,180,swedish,1,310846
30,889,156,138,paris,180,swedish,1,310846
31,182,153,140,paris,180,swedish,1,310846
32,573,260,281,paris,180,swedish,1,310846
33,579,79,56,paris,180,swedish,1,310846
34,66,150,140,paris,180,swedish,1,310846
35,257,152,140,paris,180,swedish,1,310846
36,176,82,55,paris,180,swedish,1,310846
37,162,255,279,paris,180,swedish,1,310846
38,785,184,195,paris,180,swedish,1,310846
39,526,263,280,paris,180,swedish,1,310846
40,858,179,197,paris,180,swedish,1,310846
41,684,79,55,paris,180,swedish,1,310846
42,412,263,278,paris,180,swedish,1,310846
43,748,181,195,paris,180,swedish,1,310846
44,484,111,112,paris,180,swedish,1,310846
45,617,255,275,paris,180,swedish,1,310846
46,937,182,195,paris,180,swedish,1,310846
47,580,115,112,paris,180,swedish,1,310846
48,238,150,138,paris,180,swedish,1,310846
49,866,259,280,paris,180,swedish,1,310846
50,602,109,56,paris,180,swedish,1,310846
51,192,112,55,paris,180,swedish,1,310846
52,24,252,280,paris,180,swedish,1,310846
53,467,252,278,paris,180,swedish,1,310846
54,323,255,280,paris,180,swedish,1,310846
55,338,185,197,paris,180,swedish,1,310846
56,449,179,195,paris,180,swedish,1,310846
57,248,178,195,paris,180,swedish,1,310846
58,803,257,276,paris,180,swedish,1,310846
59,133,149,138,paris,180,swedish,1,310846
60,28,113,111,paris,180,swedish,1,310846
61,308,182,195,paris,180,swedish,1,310846
62,736,182,194,paris,180,swedish,1,310846
63,942,178,198,paris,180,swedish,1,310846
64,121,78,56,paris,180,swedish,1,310846
65,722,157,141,paris,180,swedish,1,310846
66,731,152,138,paris,180,swedish,1,310846
