,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,143,60,112,sofia,180,finnish,0,351160
1,270,95,196,sofia,180,finnish,0,351160
2,815,136,279,sofia,180,finnish,0,351160
3,923,43,111,sofia,180,finnish,0,351160
4,597,138,283,sofia,180,finnish,0,351160
5,802,78,112,sofia,180,finnish,0,351160
6,208,60,56,sofia,180,finnish,0,351160
7,145,81,139,sofia,180,finnish,0,351160
8,141,82,139,sofia,180,finnish,0,351160
9,201,82,140,sofia,180,finnish,0,351160
10,683,82,140,sofia,180,finnish,0,351160
11,899,80,138,sofia,180,finnish,0,351160
12,862,62,111,sofia,180,finnish,0,351160
13,637,59,56,sofia,180,finnish,0,351160
14,137,42,56,sofia,180,finnish,0,351160
15,574,59,56,sofia,180,finnish,0,351160
16,649,136,284,sofia,180,finnish,0,351160
17,553,92,56,sofia,180,finnish,0,351160
18,181,82,138,sofia,180,finnish,0,351160
19,107,44,55,sofia,180,finnish,0,351160
20,554,42,140,sofia,180,finnish,0,351160
21,4,40,56,sofia,180,finnish,0,351160
22,272,45,56,sofia,180,finnish,0,351160
23,44,44,56,sofia,180,finnish,0,351160
24,544,60,56,sofia,180,finnish,0,351160
25,665,57,112,sofia,180,finnish,0,351160
26,109,81,140,sofia,180,finnish,0,351160
27,459,80,138,sofia,180,finnish,0,351160
28,287,137,279,sofia,180,finnish,0,351160
29,383,41,140,sofia,180,finnish,0,351160
30,190,44,55,sofia,180,finnish,0,351160
31,984,57,55,sofia,180,finnish,0,351160
32,304,95,197,sofia,180,finnish,0,351160
33,542,60,113,sofia,180,finnish,0,351160
34,968,97,192,sofia,180,finnish,0,351160
35,608,82,138,sofia,180,finnish,0,351160
36,302,57,137,sofia,180,finnish,0,351160
37,337,80,138,sofia,180,finnish,0,351160
38,764,60,55,sofia,180,finnish,0,351160
39,852,44,55,sofia,180,finnish,0,351160
40,25,133,281,sofia,180,finnish,0,351160
41,653,94,197,sofia,180,finnish,0,351160
42,590,80,142,sofia,180,finnish,0,351160
43,203,95,197,sofia,180,finnish,0,351160
44,883,96,192,sofia,180,finnish,0,351160
45,470,60,112,sofia,180,finnish,0,351160
46,871,81,140,sofia,180,finnish,0,351160
47,262,80,140,sofia,180,finnish,0,351160
48,814,132,277,sofia,180,finnish,0,351160
49,416,82,140,sofia,180,finnish,0,351160
50,472,42,193,sofia,180,finnish,0,351160
51,353,45,56,sofia,180,finnish,0,351160
52,13,57,56,sofia,180,finnish,0,351160
